treatment,replicate,update,environment,population_size,genotype_diversity,0000,0001,0010,0011,0100,0101,0110,0111,1000,1001,1010,1011,1100,1101,1110,1111
low-mut-unrestricted,10,66000,nand+not-,3576,6.877961,705,31,0,0,4,5,0,0,6,2758,27,22,0,17,0,1
low-mut-unrestricted,10,67000,nand+not-,3585,6.901855,710,23,0,0,7,4,0,0,4,2789,21,11,0,10,2,4
low-mut-unrestricted,10,68000,nand+not-,3584,6.864018,669,19,2,0,5,3,0,0,0,2848,15,11,0,12,0,0
low-mut-unrestricted,10,69000,nand+not-,3578,6.879236,685,34,3,0,4,5,2,0,5,2811,16,5,0,6,0,2
low-mut-unrestricted,10,7000,nand+not-,3599,7.258866,2695,0,0,0,0,785,0,0,0,0,119,0,0,0,0,0
low-mut-unrestricted,10,70000,nand+not-,3586,6.882422,710,23,0,0,9,4,0,0,6,2789,15,16,0,13,0,1
low-mut-unrestricted,10,71000,nand+not-,3580,6.930012,687,21,1,0,6,5,0,0,5,2811,18,6,0,18,0,2
low-mut-unrestricted,10,72000,nand+not-,3583,6.948001,747,48,3,0,5,8,1,0,5,2734,17,4,0,10,0,1
low-mut-unrestricted,10,73000,nand+not-,3580,6.900012,706,44,1,0,5,1,1,0,3,2795,11,7,0,4,0,2
low-mut-unrestricted,10,74000,nand+not-,3582,6.874000,696,35,3,0,4,6,0,1,8,2785,20,9,0,12,0,3
low-mut-unrestricted,10,75000,nand+not-,3593,6.927856,719,45,0,0,5,6,0,1,4,2778,10,6,1,13,0,5
low-mut-unrestricted,10,76000,nand+not-,3583,6.927772,704,23,0,0,8,8,0,0,7,2793,15,2,0,19,0,4
low-mut-unrestricted,10,77000,nand+not-,3592,6.921065,685,20,3,0,6,7,1,0,11,2825,12,6,0,9,2,5
low-mut-unrestricted,10,78000,nand+not-,3588,6.959938,739,20,2,0,3,11,0,0,8,2775,10,2,0,12,0,6
low-mut-unrestricted,10,79000,nand+not-,3587,6.915326,681,38,2,0,7,7,0,0,3,2800,17,9,0,19,0,4
low-mut-unrestricted,10,8000,nand+not-,3598,7.143489,1588,2,0,0,0,1407,0,0,0,0,599,0,0,0,0,2
low-mut-unrestricted,10,80000,nand+not-,3591,6.875635,703,34,0,0,7,8,0,1,7,2806,6,3,0,13,0,3
low-mut-unrestricted,10,81000,nand+not-,3589,6.926450,720,35,2,0,4,3,0,0,3,2794,3,2,0,19,0,4
low-mut-unrestricted,10,82000,nand+not-,3588,6.963122,764,37,1,0,5,5,0,0,5,2739,8,8,0,12,0,4
low-mut-unrestricted,10,83000,nand+not-,3590,6.901322,681,41,0,0,3,6,1,0,8,2810,10,9,0,18,0,3
low-mut-unrestricted,10,84000,nand+not-,3585,6.925716,712,40,0,0,5,7,0,0,7,2772,10,14,0,11,0,7
low-mut-unrestricted,10,85000,nand+not-,3591,6.900026,705,39,3,0,6,8,1,0,6,2770,12,10,0,26,1,4
low-mut-unrestricted,10,86000,nand+not-,3586,6.872323,706,47,2,0,5,10,0,0,7,2762,11,15,0,17,0,4
low-mut-unrestricted,10,87000,nand+not-,3595,6.986347,723,38,2,0,2,8,2,1,6,2763,10,9,0,20,0,11
low-mut-unrestricted,10,88000,nand+not-,3592,6.917905,709,42,3,0,6,10,2,1,7,2761,11,10,0,26,0,4
low-mut-unrestricted,10,89000,nand+not-,3593,6.964740,733,32,2,0,6,2,1,0,7,2761,13,14,0,16,0,6
low-mut-unrestricted,10,9000,nand+not-,3600,7.231463,1223,0,0,0,0,1544,0,0,0,0,832,0,0,0,0,1
low-mut-unrestricted,10,90000,nand+not-,3588,6.913798,712,33,0,0,8,2,1,1,5,2792,5,15,0,14,0,0
low-mut-unrestricted,10,91000,nand+not-,3589,6.938674,760,30,1,0,3,0,0,0,7,2747,17,4,0,14,0,6
low-mut-unrestricted,10,92000,nand+not-,3589,6.960415,706,46,3,0,11,6,0,0,10,2758,19,13,0,12,0,5
low-mut-unrestricted,10,93000,nand+not-,3588,6.887816,681,34,0,0,7,2,0,0,10,2821,7,12,0,6,0,8
low-mut-unrestricted,10,94000,nand+not-,3591,6.949967,723,23,0,1,7,4,0,0,3,2778,14,8,0,21,0,9
low-mut-unrestricted,10,95000,nand+not-,3590,6.934411,664,44,0,0,4,5,1,0,6,2828,15,5,0,6,0,12
low-mut-unrestricted,10,96000,nand+not-,3594,6.922947,690,31,1,0,3,6,1,0,5,2806,12,16,0,18,0,5
low-mut-unrestricted,10,97000,nand+not-,3585,6.919068,715,29,1,0,4,6,0,1,5,2774,17,20,0,10,0,3
low-mut-unrestricted,10,98000,nand+not-,3592,6.877159,703,25,1,0,6,6,1,0,6,2794,16,10,0,19,0,5
low-mut-unrestricted,10,99000,nand+not-,3587,6.925389,674,18,4,0,4,9,0,0,13,2833,7,8,0,15,0,2
low-mut-unrestricted,31,0,nand+not-,1,0.000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
low-mut-unrestricted,31,1000,nand+not-,3599,7.404465,3599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
low-mut-unrestricted,31,10000,nand+not-,3597,7.064333,981,0,0,0,0,1876,0,0,0,0,626,0,0,0,0,114
low-mut-unrestricted,31,100000,nand+not-,3577,7.878060,804,55,0,0,5,7,2,0,10,2624,2,7,1,35,0,25
low-mut-unrestricted,31,11000,nand+not-,3600,7.034422,1188,157,0,0,0,1684,0,0,0,0,518,0,0,0,0,53
low-mut-unrestricted,31,12000,nand+not-,3599,6.968991,723,1645,0,0,1,621,0,0,174,0,426,2,0,0,0,7
low-mut-unrestricted,31,13000,nand+not-,3598,7.026220,712,2095,0,0,0,36,0,0,552,0,192,10,0,1,0,0
low-mut-unrestricted,31,14000,nand+not-,3599,7.022784,761,1622,0,0,0,410,0,0,473,0,331,2,0,0,0,0
low-mut-unrestricted,31,15000,nand+not-,3600,7.030448,754,1734,0,0,2,365,0,0,564,0,168,5,0,8,0,0
low-mut-unrestricted,31,16000,nand+not-,3600,7.011426,689,1692,0,0,1,373,0,0,362,0,482,1,0,0,0,0
low-mut-unrestricted,31,17000,nand+not-,3558,6.991443,634,1470,0,0,0,688,0,0,25,0,672,7,0,61,0,1
low-mut-unrestricted,31,18000,nand+not-,3584,6.878331,574,1172,0,0,0,1204,0,0,43,0,578,8,0,4,0,1
low-mut-unrestricted,31,19000,nand+not-,3549,6.694956,565,1714,0,0,0,475,0,0,22,0,768,3,0,0,0,2
low-mut-unrestricted,31,2000,nand+not-,3600,7.351458,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
low-mut-unrestricted,31,20000,nand+not-,3566,6.658906,549,1773,0,0,1,279,0,0,250,0,709,0,1,4,0,0
low-mut-unrestricted,31,21000,nand+not-,3542,6.719390,524,1086,0,0,0,913,0,0,86,0,892,18,0,11,0,12
low-mut-unrestricted,31,22000,nand+not-,3591,6.802519,480,703,0,0,0,1541,0,0,37,0,781,1,0,2,0,46
low-mut-unrestricted,31,23000,nand+not-,3571,6.764188,443,575,2,0,0,2019,0,2,1,0,519,1,0,0,0,9
low-mut-unrestricted,31,24000,nand+not-,3566,6.735989,513,148,0,0,0,2602,0,0,1,1,253,6,0,0,0,42
low-mut-unrestricted,31,25000,nand+not-,3517,7.099587,432,54,0,0,1,2550,0,0,3,13,141,305,0,1,8,9
low-mut-unrestricted,31,26000,nand+not-,3570,6.879339,321,96,0,0,1,2482,0,0,7,9,228,279,3,8,9,127
low-mut-unrestricted,31,27000,nand+not-,3575,7.608286,466,54,2,2,2,1841,0,0,8,82,411,634,2,14,6,51
low-mut-unrestricted,31,28000,nand+not-,3552,7.655753,462,79,0,1,3,1587,0,0,6,68,629,641,1,31,4,40
low-mut-unrestricted,31,29000,nand+not-,3541,7.676784,522,465,1,1,5,1306,0,0,5,36,353,773,2,12,1,59
low-mut-unrestricted,31,3000,nand+not-,3599,7.262895,3578,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0
low-mut-unrestricted,31,30000,nand+not-,3507,7.626113,501,260,0,0,0,1294,0,0,1,0,880,522,0,1,0,48
low-mut-unrestricted,31,31000,nand+not-,3523,7.640541,517,293,1,1,3,1354,0,0,22,35,436,480,3,62,0,316
low-mut-unrestricted,31,32000,nand+not-,3498,7.676273,473,58,0,2,3,1439,0,0,102,620,18,345,4,161,1,272
low-mut-unrestricted,31,33000,nand+not-,3459,7.622781,498,157,2,3,2,1484,0,0,157,503,42,169,1,230,0,211
low-mut-unrestricted,31,34000,nand+not-,3473,7.668633,504,396,0,3,3,1064,0,3,117,720,10,199,4,385,0,65
low-mut-unrestricted,31,35000,nand+not-,3523,7.736454,568,194,0,0,2,767,0,129,269,660,21,52,6,798,0,57
low-mut-unrestricted,31,36000,nand+not-,3537,7.725221,531,189,0,8,1,750,0,49,88,414,64,148,1,1246,0,48
low-mut-unrestricted,31,37000,nand+not-,3495,7.715587,540,212,0,0,5,611,0,1,149,414,24,89,5,1352,0,93
low-mut-unrestricted,31,38000,nand+not-,3512,7.751730,553,121,0,0,1,308,0,10,129,517,62,123,2,1542,0,144
low-mut-unrestricted,31,39000,nand+not-,3570,7.795907,728,85,0,0,0,103,2,0,51,928,5,572,1,1008,0,87
low-mut-unrestricted,31,4000,nand+not-,3599,7.278195,3596,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
low-mut-unrestricted,31,40000,nand+not-,3583,7.765249,716,69,0,0,0,48,0,1,12,1362,9,951,0,333,0,82
low-mut-unrestricted,31,41000,nand+not-,3585,7.805009,755,64,0,0,0,39,2,0,12,1589,10,901,1,122,0,90
low-mut-unrestricted,31,42000,nand+not-,3584,7.807379,794,71,0,0,1,15,0,0,9,1689,10,892,0,57,0,46
low-mut-unrestricted,31,43000,nand+not-,3575,7.793367,769,64,0,0,2,15,0,0,9,1588,10,1024,1,27,0,66
low-mut-unrestricted,31,44000,nand+not-,3573,7.801444,809,79,1,0,0,14,1,0,12,1576,9,993,1,27,0,51
low-mut-unrestricted,31,45000,nand+not-,3585,7.806097,805,83,0,0,4,15,0,0,15,1677,6,915,0,37,0,28
low-mut-unrestricted,31,46000,nand+not-,3582,7.779118,813,64,0,2,1,15,1,0,9,1860,12,732,1,33,0,39
low-mut-unrestricted,31,47000,nand+not-,3576,7.782587,821,72,0,1,0,15,0,0,11,1885,9,703,0,32,0,27
low-mut-unrestricted,31,48000,nand+not-,3581,7.795027,827,70,0,0,2,20,0,0,9,1833,4,757,0,17,0,42
low-mut-unrestricted,31,49000,nand+not-,3587,7.773710,789,67,0,0,0,14,0,0,13,2042,14,584,0,24,0,40
low-mut-unrestricted,31,5000,nand+not-,3599,7.230321,3561,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
low-mut-unrestricted,31,50000,nand+not-,3581,7.783209,758,64,0,0,8,8,0,0,13,2192,4,469,1,32,2,30
low-mut-unrestricted,31,51000,nand+not-,3584,7.780406,845,74,1,0,3,5,1,0,11,2292,6,295,1,18,0,32
low-mut-unrestricted,31,52000,nand+not-,3585,7.765430,798,76,0,1,1,4,0,0,15,2503,2,144,2,14,1,24
low-mut-unrestricted,31,53000,nand+not-,3583,7.763769,820,74,0,0,3,6,0,0,21,2494,2,114,0,21,0,28
low-mut-unrestricted,31,54000,nand+not-,3586,7.732564,804,57,0,0,3,4,2,0,18,2585,3,77,0,8,0,25
low-mut-unrestricted,31,55000,nand+not-,3587,7.754365,823,67,0,0,5,12,2,0,13,2594,2,40,0,12,0,17
low-mut-unrestricted,31,56000,nand+not-,3586,7.744661,820,55,0,0,6,6,0,0,19,2533,4,94,0,18,0,31
low-mut-unrestricted,31,57000,nand+not-,3586,7.742690,763,78,0,0,1,6,1,0,17,2631,2,53,0,11,0,23
low-mut-unrestricted,31,58000,nand+not-,3584,7.743389,819,63,0,1,2,5,1,0,15,2596,3,47,0,11,0,21
low-mut-unrestricted,31,59000,nand+not-,3579,7.770441,858,70,0,0,5,5,1,0,9,2549,4,49,0,9,0,20
low-mut-unrestricted,31,6000,nand+not-,3599,7.226303,3448,0,0,0,0,111,0,0,0,0,35,0,0,0,0,5
low-mut-unrestricted,31,60000,nand+not-,3580,7.744230,785,87,0,0,6,6,0,0,17,2620,0,29,0,5,2,23
low-mut-unrestricted,31,61000,nand+not-,3578,7.763403,836,92,0,0,5,4,2,0,16,2571,3,13,0,10,0,26
low-mut-unrestricted,31,62000,nand+not-,3581,7.750139,803,84,0,0,1,8,4,1,12,2613,4,11,0,12,0,28
low-mut-unrestricted,31,63000,nand+not-,3581,7.744650,789,70,0,0,5,9,4,0,17,2642,1,7,0,8,0,29
low-mut-unrestricted,31,64000,nand+not-,3582,7.766205,825,76,0,0,3,3,2,0,14,2592,2,17,0,14,1,33
low-mut-unrestricted,31,65000,nand+not-,3587,7.740135,835,68,0,0,2,7,0,0,12,2596,7,16,0,16,0,28
low-mut-unrestricted,31,66000,nand+not-,3587,7.734784,783,67,0,0,5,4,1,0,18,2655,1,13,0,12,0,28
low-mut-unrestricted,31,67000,nand+not-,3588,7.767552,809,72,0,0,1,6,0,0,21,2609,1,23,0,20,1,25
low-mut-unrestricted,31,68000,nand+not-,3587,7.756135,739,63,0,0,5,5,0,0,26,2668,3,14,0,40,0,24
low-mut-unrestricted,31,69000,nand+not-,3582,7.760677,770,81,0,1,2,2,2,0,12,2594,2,27,0,55,0,34
low-mut-unrestricted,31,7000,nand+not-,3600,7.227511,2970,0,0,0,0,505,0,0,0,0,115,0,0,0,0,10
low-mut-unrestricted,31,70000,nand+not-,3585,7.738538,816,77,0,0,4,5,0,0,19,2601,1,19,0,26,0,17
low-mut-unrestricted,31,71000,nand+not-,3579,7.724943,778,40,0,0,3,9,0,0,15,2662,4,17,0,28,3,20
low-mut-unrestricted,31,72000,nand+not-,3590,7.754658,765,73,0,0,8,8,1,0,15,2667,8,9,0,16,1,19
low-mut-unrestricted,31,73000,nand+not-,3589,7.728888,764,60,0,0,4,6,1,0,11,2695,6,8,3,9,2,20
low-mut-unrestricted,31,74000,nand+not-,3589,7.775960,818,83,0,0,1,4,2,1,6,2623,5,22,0,5,0,19
low-mut-unrestricted,31,75000,nand+not-,3588,7.729965,791,67,0,0,5,3,3,0,14,2650,2,15,1,16,0,21
low-mut-unrestricted,31,76000,nand+not-,3587,7.744373,760,63,0,0,3,5,4,0,15,2676,3,14,0,8,0,36
low-mut-unrestricted,31,77000,nand+not-,3590,7.746880,785,66,0,0,5,8,0,0,17,2659,3,11,0,16,0,20
low-mut-unrestricted,31,78000,nand+not-,3590,7.772126,785,70,0,0,6,2,3,0,22,2648,1,7,0,20,2,24
low-mut-unrestricted,31,79000,nand+not-,3584,7.790213,771,72,0,0,6,9,3,0,10,2632,5,14,0,31,0,31
low-mut-unrestricted,31,8000,nand+not-,3600,7.201433,2726,0,0,0,0,771,0,0,0,0,102,0,0,0,0,1
low-mut-unrestricted,31,80000,nand+not-,3590,7.782966,791,61,0,0,3,7,0,0,15,2643,2,25,1,23,1,18
low-mut-unrestricted,31,81000,nand+not-,3589,7.769944,764,91,0,0,5,6,5,0,17,2655,1,4,0,16,0,25
low-mut-unrestricted,31,82000,nand+not-,3591,7.809193,801,68,0,0,4,11,1,1,16,2634,0,18,0,17,0,20
low-mut-unrestricted,31,83000,nand+not-,3592,7.805919,813,93,0,0,2,8,1,0,8,2597,2,29,0,8,0,31
low-mut-unrestricted,31,84000,nand+not-,3586,7.795501,787,76,0,0,5,3,2,0,15,2643,6,12,0,19,1,17
low-mut-unrestricted,31,85000,nand+not-,3586,7.827477,833,71,0,0,5,9,0,0,9,2601,1,12,2,14,0,29
low-mut-unrestricted,31,86000,nand+not-,3591,7.822916,776,61,0,0,7,9,1,1,12,2691,4,7,0,5,0,17
low-mut-unrestricted,31,87000,nand+not-,3588,7.838344,821,60,0,0,4,9,1,0,12,2642,5,9,0,8,0,17
low-mut-unrestricted,31,88000,nand+not-,3584,7.806716,816,65,0,0,3,4,1,0,16,2629,0,12,0,22,0,16
low-mut-unrestricted,31,89000,nand+not-,3586,7.847792,821,67,0,0,3,12,2,0,16,2591,5,8,0,43,1,17
low-mut-unrestricted,31,9000,nand+not-,3584,7.101005,1337,0,0,0,1,1638,0,0,0,0,557,0,0,0,0,51
low-mut-unrestricted,31,90000,nand+not-,3586,7.841231,802,80,0,0,2,5,0,0,17,2565,4,24,0,52,0,35
low-mut-unrestricted,31,91000,nand+not-,3585,7.819637,829,63,0,0,3,5,2,0,10,2586,6,7,0,40,2,32
low-mut-unrestricted,31,92000,nand+not-,3585,7.845205,821,65,0,0,4,8,2,1,18,2584,5,27,0,26,0,24
low-mut-unrestricted,31,93000,nand+not-,3582,7.854253,801,86,0,0,4,15,2,0,12,2580,5,21,0,41,0,15
low-mut-unrestricted,31,94000,nand+not-,3584,7.851015,791,73,0,0,3,9,2,0,8,2609,7,18,0,44,0,20
low-mut-unrestricted,31,95000,nand+not-,3588,7.864610,770,78,0,0,4,6,2,0,12,2630,7,9,0,44,0,26
low-mut-unrestricted,31,96000,nand+not-,3589,7.834758,790,83,0,0,6,8,3,0,10,2633,4,4,0,22,1,25
low-mut-unrestricted,31,97000,nand+not-,3586,7.837149,790,57,0,0,11,4,3,0,11,2654,1,11,0,20,0,24
low-mut-unrestricted,31,98000,nand+not-,3585,7.847706,829,61,0,0,6,10,0,0,12,2601,5,16,0,13,0,32
low-mut-unrestricted,31,99000,nand+not-,3592,7.848710,821,63,0,0,5,5,0,0,9,2604,1,16,0,36,0,32
low-mut-unrestricted,46,0,nand+not-,1,0.000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
low-mut-unrestricted,46,1000,nand+not-,3600,7.472396,3593,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
low-mut-unrestricted,46,10000,nand+not-,3600,7.255752,3500,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
low-mut-unrestricted,46,100000,nand+not-,3577,6.957051,619,1850,0,0,15,163,0,1,0,38,477,3,0,387,9,15
low-mut-unrestricted,46,11000,nand+not-,3600,7.230343,3414,0,0,0,0,175,0,0,0,0,11,0,0,0,0,0
low-mut-unrestricted,46,12000,nand+not-,3600,7.213574,3047,0,0,0,0,538,0,0,0,0,15,0,0,0,0,0
low-mut-unrestricted,46,13000,nand+not-,3600,7.230147,2996,0,0,0,0,573,0,0,0,0,31,0,0,0,0,0
low-mut-unrestricted,46,14000,nand+not-,3600,7.212934,2814,0,0,0,0,709,0,0,0,0,77,0,0,0,0,0
low-mut-unrestricted,46,15000,nand+not-,3600,7.184190,2419,6,0,0,0,871,0,0,0,0,303,0,0,0,0,1
low-mut-unrestricted,46,16000,nand+not-,3600,7.202822,2163,0,0,0,0,1008,0,0,0,0,427,0,0,0,0,2
low-mut-unrestricted,46,17000,nand+not-,3600,7.119666,1388,0,0,0,0,1486,0,0,0,0,726,0,0,0,0,0
low-mut-unrestricted,46,18000,nand+not-,3600,7.133726,1608,0,0,0,0,1001,0,0,0,0,984,0,0,0,0,7
low-mut-unrestricted,46,19000,nand+not-,3599,7.124114,1010,0,0,0,0,1793,0,0,0,0,762,0,0,0,0,34
low-mut-unrestricted,46,2000,nand+not-,3599,7.423017,3599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
low-mut-unrestricted,46,20000,nand+not-,3600,7.110028,863,0,0,0,0,1802,0,0,0,0,931,0,0,0,0,4
low-mut-unrestricted,46,21000,nand+not-,3600,7.161300,869,0,0,0,0,1910,0,0,0,0,821,0,0,0,0,0
low-mut-unrestricted,46,22000,nand+not-,3598,7.180212,748,0,0,0,0,2024,0,0,0,0,823,0,0,0,0,3
low-mut-unrestricted,46,23000,nand+not-,3599,7.150900,848,0,0,0,0,2008,0,0,0,0,736,0,0,0,0,7
low-mut-unrestricted,46,24000,nand+not-,3600,7.177655,854,0,0,0,0,1822,0,0,0,0,921,0,0,0,0,3
low-mut-unrestricted,46,25000,nand+not-,3599,7.113402,801,186,0,0,0,1732,0,0,0,0,747,118,0,0,0,15
low-mut-unrestricted,46,26000,nand+not-,3600,7.128371,576,795,0,0,3,1237,0,0,0,0,632,354,0,0,1,2
low-mut-unrestricted,46,27000,nand+not-,3599,7.159803,572,810,0,0,3,1401,0,0,0,0,194,540,0,0,2,77
low-mut-unrestricted,46,28000,nand+not-,3600,7.046731,576,1325,0,0,4,1104,0,0,0,0,58,463,0,0,3,67
low-mut-unrestricted,46,29000,nand+not-,3597,7.085421,523,961,0,0,12,1270,0,0,0,0,222,440,0,0,5,164
low-mut-unrestricted,46,3000,nand+not-,3600,7.334004,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
low-mut-unrestricted,46,30000,nand+not-,3597,7.046784,422,1135,0,0,3,896,0,0,0,0,84,947,0,0,3,107
low-mut-unrestricted,46,31000,nand+not-,3595,7.024804,420,213,0,0,6,1482,0,0,0,0,599,779,1,0,4,91
low-mut-unrestricted,46,32000,nand+not-,3520,6.988141,592,208,0,0,8,1411,0,0,1,0,884,382,0,0,1,33
low-mut-unrestricted,46,33000,nand+not-,3509,6.926857,530,181,0,0,11,1642,0,0,8,0,1118,1,0,0,0,18
low-mut-unrestricted,46,34000,nand+not-,3531,6.953205,470,265,0,0,3,1438,0,1,1,0,1304,0,0,0,0,49
low-mut-unrestricted,46,35000,nand+not-,3541,6.852002,561,23,0,0,2,1980,0,0,0,0,952,1,0,0,0,22
low-mut-unrestricted,46,36000,nand+not-,3540,6.903954,527,220,0,0,4,1671,0,0,0,0,1106,1,0,0,0,11
low-mut-unrestricted,46,37000,nand+not-,3544,6.874403,521,75,0,0,9,1915,0,0,0,0,1000,0,0,1,0,23
low-mut-unrestricted,46,38000,nand+not-,3589,6.837619,517,172,0,0,2,1660,0,0,0,0,1206,17,0,0,0,15
low-mut-unrestricted,46,39000,nand+not-,3560,6.924166,504,21,0,0,3,2045,0,0,0,0,970,1,0,0,0,16
low-mut-unrestricted,46,4000,nand+not-,3600,7.304538,3561,0,0,0,0,38,0,0,0,0,1,0,0,0,0,0
low-mut-unrestricted,46,40000,nand+not-,3546,6.933959,449,82,0,0,6,2120,0,0,0,0,873,0,0,0,0,16
low-mut-unrestricted,46,41000,nand+not-,3500,6.927165,479,11,0,0,2,1799,0,0,0,0,1189,0,0,0,0,20
low-mut-unrestricted,46,42000,nand+not-,3508,6.924808,456,60,0,0,7,1857,0,0,0,0,1111,0,0,0,0,17
low-mut-unrestricted,46,43000,nand+not-,3495,7.029388,399,37,0,0,3,1601,0,0,0,0,1438,0,0,0,0,17
low-mut-unrestricted,46,44000,nand+not-,3540,6.967695,462,880,0,0,4,920,0,0,0,0,1256,7,0,0,0,11
low-mut-unrestricted,46,45000,nand+not-,3521,6.978190,451,143,0,0,3,1780,0,0,0,0,1118,0,0,0,0,26
low-mut-unrestricted,46,46000,nand+not-,3494,6.996868,475,759,0,0,9,673,0,0,1,0,1541,17,0,0,0,19
low-mut-unrestricted,46,47000,nand+not-,3546,7.180532,444,266,0,0,14,1503,0,0,0,0,1291,4,0,0,0,24
low-mut-unrestricted,46,48000,nand+not-,3581,7.039831,469,140,0,0,13,2384,0,0,0,0,532,6,0,0,0,37
low-mut-unrestricted,46,49000,nand+not-,3551,7.051805,493,281,0,0,7,1659,0,0,0,0,1083,0,0,0,0,28
low-mut-unrestricted,46,5000,nand+not-,3599,7.314919,3598,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
low-mut-unrestricted,46,50000,nand+not-,3545,7.243057,420,89,0,0,6,2112,0,2,0,0,885,3,0,0,0,28
low-mut-unrestricted,46,51000,nand+not-,3543,7.328704,455,347,0,0,3,1559,0,0,0,0,1156,5,0,0,0,18
low-mut-unrestricted,46,52000,nand+not-,3524,7.353453,492,44,0,0,4,1893,0,1,0,0,1058,1,0,0,3,28
low-mut-unrestricted,46,53000,nand+not-,3508,7.126138,493,133,0,0,1,2275,0,2,1,0,568,5,0,0,2,28
low-mut-unrestricted,46,54000,nand+not-,3516,7.068004,410,115,0,0,1,2647,0,1,0,0,303,7,0,0,1,31
low-mut-unrestricted,46,55000,nand+not-,3558,7.072310,507,1091,0,0,5,1618,0,0,0,0,282,5,0,0,0,50
low-mut-unrestricted,46,56000,nand+not-,3519,7.017385,385,1990,0,0,5,19,0,0,0,0,1026,90,0,0,1,3
low-mut-unrestricted,46,57000,nand+not-,3526,7.013813,457,1994,2,0,2,101,0,1,0,0,178,781,0,0,4,6
low-mut-unrestricted,46,58000,nand+not-,3541,6.976059,422,1769,0,0,3,9,0,0,1,0,519,799,0,0,5,14
low-mut-unrestricted,46,59000,nand+not-,3536,6.976140,390,1760,0,0,7,70,0,0,0,0,441,854,0,0,1,13
low-mut-unrestricted,46,6000,nand+not-,3599,7.289629,3546,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0
low-mut-unrestricted,46,60000,nand+not-,3551,7.008953,409,1648,0,0,6,128,0,0,0,0,836,509,0,0,3,12
low-mut-unrestricted,46,61000,nand+not-,3540,6.864483,425,981,0,0,7,1018,0,0,0,0,256,837,0,0,2,14
low-mut-unrestricted,46,62000,nand+not-,3502,6.976000,410,1773,0,0,4,115,0,1,0,0,1165,16,0,0,16,2
low-mut-unrestricted,46,63000,nand+not-,3497,6.929210,424,1676,0,0,12,266,0,1,0,0,1095,6,0,0,11,6
low-mut-unrestricted,46,64000,nand+not-,3549,6.943619,494,1782,0,0,6,168,0,4,0,0,1071,1,0,0,18,5
low-mut-unrestricted,46,65000,nand+not-,3587,6.943290,508,40,0,0,6,1757,0,1,0,0,1210,50,0,0,14,1
low-mut-unrestricted,46,66000,nand+not-,3571,6.890245,484,28,0,0,3,1477,0,1,0,0,1141,402,0,0,18,17
low-mut-unrestricted,46,67000,nand+not-,3542,6.930133,528,48,0,0,1,1765,0,1,0,0,1167,4,0,0,7,21
low-mut-unrestricted,46,68000,nand+not-,3574,6.808461,534,35,0,0,3,1572,0,4,0,0,1396,4,0,0,14,12
low-mut-unrestricted,46,69000,nand+not-,3576,6.822727,550,51,0,0,4,1942,0,5,0,0,1000,1,0,0,10,13
low-mut-unrestricted,46,7000,nand+not-,3599,7.291512,3537,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0
low-mut-unrestricted,46,70000,nand+not-,3578,6.925510,459,0,0,0,0,1651,0,5,0,0,1438,3,0,0,19,3
low-mut-unrestricted,46,71000,nand+not-,3479,7.002049,392,0,0,0,1,1793,0,8,0,0,1247,4,0,0,21,13
low-mut-unrestricted,46,72000,nand+not-,3590,6.997283,498,1,0,0,0,2020,0,8,0,0,1029,25,0,0,7,2
low-mut-unrestricted,46,73000,nand+not-,3583,6.948104,461,0,0,0,0,2024,0,6,0,0,1070,3,0,0,16,3
low-mut-unrestricted,46,74000,nand+not-,3587,6.889352,481,0,0,0,0,1995,0,4,0,0,1088,2,0,0,14,3
low-mut-unrestricted,46,75000,nand+not-,3586,6.931610,498,0,0,0,0,1815,0,5,0,0,1229,7,0,0,22,10
low-mut-unrestricted,46,76000,nand+not-,3583,7.100707,313,0,0,0,0,2174,0,4,0,0,1071,2,0,0,12,7
low-mut-unrestricted,46,77000,nand+not-,3581,6.976292,474,0,0,0,1,1873,0,3,0,0,1202,2,0,0,17,9
low-mut-unrestricted,46,78000,nand+not-,3591,6.989271,457,2,0,0,0,2077,0,4,0,0,1028,1,0,0,17,5
low-mut-unrestricted,46,79000,nand+not-,3591,6.998265,473,0,0,0,0,2053,0,1,0,0,1035,3,0,0,19,7
low-mut-unrestricted,46,8000,nand+not-,3600,7.260781,3547,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0
low-mut-unrestricted,46,80000,nand+not-,3564,7.012281,355,0,0,0,0,2461,0,4,0,0,726,3,0,0,8,7
low-mut-unrestricted,46,81000,nand+not-,3589,7.020608,465,0,0,0,0,1898,0,0,5,0,1170,5,0,0,30,16
